at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
600.985, 0.73, 0.73, 0.27, 0
601.121, 0.73, 0.73, 0.27, 0
601.256, 0.732, 0.732, 0.268, 0
601.392, 0.732, 0.732, 0.268, 0
601.528, 0.734, 0.734, 0.266, 0
601.664, 0.734, 0.734, 0.266, 0
601.8, 0.736, 0.736, 0.264, 0
601.936, 0.74, 0.74, 0.26, 0
602.072, 0.74, 0.74, 0.26, 0
602.208, 0.74, 0.74, 0.26, 0
602.344, 0.74, 0.74, 0.26, 0
602.48, 0.744, 0.744, 0.256, 0
602.616, 0.75, 0.75, 0.25, 0
602.752, 0.752, 0.752, 0.248, 0
602.888, 0.752, 0.752, 0.248, 0
603.024, 0.752, 0.752, 0.248, 0
603.161, 0.754, 0.754, 0.246, 0
603.298, 0.75, 0.75, 0.25, 0
603.432, 0.748, 0.748, 0.252, 0
603.567, 0.748, 0.748, 0.252, 0
603.703, 0.758, 0.758, 0.242, 0
603.839, 0.766, 0.766, 0.234, 0
603.974, 0.776, 0.776, 0.224, 0
604.11, 0.784, 0.784, 0.216, 0
604.246, 0.78, 0.78, 0.22, 0
604.381, 0.772, 0.772, 0.228, 0
604.516, 0.78, 0.78, 0.22, 0
604.65, 0.786, 0.786, 0.214, 0
604.784, 0.782, 0.782, 0.218, 0
604.919, 0.78, 0.78, 0.22, 0
605.054, 0.782, 0.782, 0.218, 0
605.189, 0.774, 0.774, 0.226, 0
605.324, 0.78, 0.78, 0.22, 0
605.459, 0.786, 0.786, 0.214, 0
605.594, 0.79, 0.79, 0.21, 0
605.73, 0.796, 0.796, 0.204, 0
605.865, 0.804, 0.804, 0.196, 0
605.999, 0.81, 0.81, 0.19, 0
606.135, 0.814, 0.814, 0.186, 0
606.27, 0.818, 0.818, 0.182, 0
606.405, 0.82, 0.82, 0.18, 0
606.539, 0.826, 0.826, 0.174, 0
606.674, 0.83, 0.83, 0.17, 0
606.807, 0.834, 0.834, 0.166, 0
606.942, 0.834, 0.834, 0.166, 0
607.074, 0.834, 0.834, 0.166, 0
607.21, 0.836, 0.836, 0.164, 0
607.344, 0.836, 0.836, 0.164, 0
607.478, 0.836, 0.836, 0.164, 0
607.611, 0.836, 0.836, 0.164, 0
607.745, 0.838, 0.838, 0.162, 0
607.879, 0.838, 0.838, 0.162, 0
608.012, 0.838, 0.838, 0.162, 0
608.146, 0.838, 0.838, 0.162, 0
608.279, 0.838, 0.838, 0.162, 0
608.413, 0.838, 0.838, 0.162, 0
608.546, 0.838, 0.838, 0.162, 0
608.679, 0.838, 0.838, 0.162, 0
608.813, 0.838, 0.838, 0.162, 0
608.948, 0.838, 0.838, 0.162, 0
609.082, 0.838, 0.838, 0.162, 0
609.215, 0.838, 0.838, 0.162, 0
609.349, 0.838, 0.838, 0.162, 0
609.484, 0.838, 0.838, 0.162, 0
609.62, 0.836, 0.836, 0.164, 0
609.757, 0.836, 0.836, 0.164, 0
609.895, 0.834, 0.834, 0.166, 0
610.031, 0.834, 0.834, 0.166, 0
610.168, 0.834, 0.834, 0.166, 0
610.305, 0.834, 0.834, 0.166, 0
610.441, 0.832, 0.832, 0.168, 0
610.578, 0.832, 0.832, 0.168, 0
610.714, 0.834, 0.834, 0.166, 0
610.85, 0.834, 0.834, 0.166, 0
610.987, 0.832, 0.832, 0.168, 0
611.123, 0.832, 0.832, 0.168, 0
611.26, 0.828, 0.828, 0.172, 0
611.397, 0.828, 0.828, 0.172, 0
611.533, 0.826, 0.826, 0.174, 0
611.673, 0.83, 0.83, 0.17, 0
611.81, 0.828, 0.828, 0.172, 0
611.947, 0.826, 0.826, 0.174, 0
612.083, 0.826, 0.826, 0.174, 0
612.22, 0.826, 0.826, 0.174, 0
612.357, 0.832, 0.832, 0.168, 0
612.494, 0.836, 0.836, 0.164, 0
612.63, 0.836, 0.836, 0.164, 0
612.767, 0.836, 0.836, 0.164, 0
612.904, 0.834, 0.834, 0.166, 0
613.04, 0.832, 0.832, 0.168, 0
613.177, 0.832, 0.832, 0.168, 0
613.313, 0.828, 0.828, 0.172, 0
613.454, 0.826, 0.826, 0.174, 0
613.589, 0.818, 0.818, 0.182, 0
613.725, 0.81, 0.81, 0.19, 0
613.861, 0.808, 0.808, 0.192, 0
614, 0.804, 0.804, 0.196, 0
614.136, 0.802, 0.802, 0.198, 0
614.272, 0.802, 0.802, 0.198, 0
614.408, 0.802, 0.802, 0.198, 0
614.544, 0.798, 0.798, 0.202, 0
614.68, 0.792, 0.792, 0.208, 0
614.816, 0.79, 0.79, 0.21, 0
614.954, 0.784, 0.784, 0.216, 0
615.09, 0.78, 0.78, 0.22, 0
615.227, 0.784, 0.784, 0.216, 0
615.363, 0.786, 0.786, 0.214, 0
615.499, 0.786, 0.786, 0.214, 0
615.635, 0.786, 0.786, 0.214, 0
615.773, 0.784, 0.784, 0.216, 0
615.909, 0.784, 0.784, 0.216, 0
616.045, 0.784, 0.784, 0.216, 0
616.181, 0.782, 0.782, 0.218, 0
616.32, 0.778, 0.778, 0.222, 0
616.456, 0.786, 0.786, 0.214, 0
616.592, 0.788, 0.788, 0.212, 0
616.728, 0.79, 0.79, 0.21, 0
616.864, 0.79, 0.79, 0.21, 0
617, 0.79, 0.79, 0.21, 0
617.136, 0.788, 0.788, 0.212, 0
617.272, 0.788, 0.788, 0.212, 0
617.408, 0.784, 0.784, 0.216, 0
617.544, 0.784, 0.784, 0.216, 0
617.68, 0.788, 0.788, 0.212, 0
617.816, 0.792, 0.792, 0.208, 0
617.952, 0.79, 0.79, 0.21, 0
618.088, 0.79, 0.79, 0.21, 0
618.224, 0.788, 0.788, 0.212, 0
618.359, 0.786, 0.786, 0.214, 0
618.495, 0.786, 0.786, 0.214, 0
618.631, 0.784, 0.784, 0.216, 0
618.767, 0.784, 0.784, 0.216, 0
618.902, 0.786, 0.786, 0.214, 0
619.038, 0.784, 0.784, 0.216, 0
619.173, 0.782, 0.782, 0.218, 0
619.308, 0.782, 0.782, 0.218, 0
619.444, 0.782, 0.782, 0.218, 0
619.579, 0.778, 0.778, 0.222, 0
619.713, 0.778, 0.778, 0.222, 0
619.848, 0.778, 0.778, 0.222, 0
619.983, 0.784, 0.784, 0.216, 0
620.118, 0.78, 0.78, 0.22, 0
620.252, 0.78, 0.78, 0.22, 0
620.387, 0.78, 0.78, 0.22, 0
620.521, 0.778, 0.778, 0.222, 0
620.655, 0.776, 0.776, 0.224, 0
