at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
0, 1, 0, 0, 0
0.102165, 1, 0, 0, 0
0.203852, 1, 0, 0, 0
0.305524, 1, 0, 0, 0
0.408511, 1, 0, 0, 0
0.509376, 1, 0, 0, 0
0.609943, 1, 0, 0, 0
0.710692, 1, 0, 0, 0
0.811392, 0.850746, 0.149254, 0, 0
0.912924, 0.720238, 0.279762, 0, 0
1.01603, 0.64, 0.36, 0, 0
1.12104, 0.7, 0.3, 0, 0
1.22331, 0.613293, 0.386707, 0, 0
1.32703, 0.610619, 0.389381, 0, 0
1.42898, 0.541885, 0.458115, 0, 0
1.53106, 0.482517, 0.517483, 0, 0
1.63321, 0.464126, 0.535874, 0, 0
1.73674, 0.452174, 0.547826, 0, 0
1.83982, 0.452174, 0.547826, 0, 0
1.94339, 0.452174, 0.547826, 0, 0
2.05922, 0.452174, 0.547826, 0, 0
2.793, 0.437895, 0.562105, 0, 0
2.89604, 0.438, 0.562, 0, 0
3.00279, 0.434, 0.566, 0, 0
3.68377, 0.434, 0.566, 0, 0
3.79659, 0.392, 0.608, 0, 0
7.05661, 0.388, 0.612, 0, 0
7.15691, 0.37, 0.63, 0, 0
7.29986, 0.366, 0.634, 0, 0
7.40584, 0.366, 0.634, 0, 0
7.51435, 0.386, 0.614, 0, 0
7.61935, 0.386, 0.614, 0, 0
7.72272, 0.364, 0.636, 0, 0
7.82628, 0.362, 0.638, 0, 0
7.93524, 0.362, 0.638, 0, 0
8.04066, 0.324, 0.676, 0, 0
8.14267, 0.3, 0.7, 0, 0
8.26451, 0.3, 0.7, 0, 0
8.3736, 0.3, 0.7, 0, 0
8.47659, 0.296, 0.704, 0, 0
8.58202, 0.294, 0.706, 0, 0
8.70304, 0.294, 0.706, 0, 0
8.80713, 0.294, 0.706, 0, 0
8.92496, 0.288, 0.712, 0, 0
9.07475, 0.268, 0.732, 0, 0
9.17776, 0.222, 0.778, 0, 0
9.28172, 0.228, 0.772, 0, 0
9.38578, 0.22, 0.78, 0, 0
9.48868, 0.218, 0.782, 0, 0
9.59168, 0.216, 0.784, 0, 0
9.69469, 0.21, 0.79, 0, 0
9.79744, 0.204, 0.796, 0, 0
9.9004, 0.18, 0.82, 0, 0
10.005, 0.174, 0.826, 0, 0
10.1082, 0.194, 0.806, 0, 0
10.2121, 0.204, 0.796, 0, 0
10.2229, 0.204, 0.796, 0, 0
10.3244, 0.206, 0.794, 0, 0
10.4268, 0.204, 0.796, 0, 0
10.53, 0.2, 0.8, 0, 0
10.633, 0.196, 0.804, 0, 0
10.7359, 0.19, 0.81, 0, 0
10.8384, 0.182, 0.818, 0, 0
10.9417, 0.172, 0.828, 0, 0
11.0445, 0.172, 0.828, 0, 0
11.1478, 0.162, 0.838, 0, 0
11.2518, 0.168, 0.832, 0, 0
11.3559, 0.188, 0.812, 0, 0
11.4595, 0.188, 0.812, 0, 0
11.5624, 0.198, 0.802, 0, 0
11.6651, 0.192, 0.808, 0, 0
11.7681, 0.194, 0.806, 0, 0
11.8691, 0.19, 0.81, 0, 0
11.9712, 0.18, 0.82, 0, 0
12.0726, 0.18, 0.82, 0, 0
12.1749, 0.176, 0.824, 0, 0
12.2782, 0.176, 0.824, 0, 0
12.3811, 0.134, 0.866, 0, 0
12.484, 0.124, 0.876, 0, 0
12.5869, 0.124, 0.876, 0, 0
12.6911, 0.126, 0.874, 0, 0
12.7939, 0.13, 0.87, 0, 0
12.8957, 0.134, 0.866, 0, 0
12.9987, 0.134, 0.866, 0, 0
13.1023, 0.134, 0.866, 0, 0
13.2054, 0.142, 0.858, 0, 0
13.3086, 0.158, 0.842, 0, 0
13.4119, 0.15, 0.85, 0, 0
13.5152, 0.15, 0.85, 0, 0
13.6186, 0.154, 0.846, 0, 0
13.7216, 0.156, 0.844, 0, 0
13.8256, 0.158, 0.842, 0, 0
13.9285, 0.156, 0.844, 0, 0
14.0302, 0.132, 0.868, 0, 0
14.1316, 0.126, 0.874, 0, 0
14.2333, 0.126, 0.874, 0, 0
14.3345, 0.122, 0.878, 0, 0
14.4357, 0.118, 0.882, 0, 0
14.5368, 0.116, 0.884, 0, 0
14.592, 0.118, 0.882, 0, 0
14.6944, 0.136, 0.864, 0, 0
14.7971, 0.132, 0.868, 0, 0
14.8995, 0.12, 0.88, 0, 0
15.0019, 0.128, 0.872, 0, 0
15.1043, 0.128, 0.872, 0, 0
15.2067, 0.124, 0.876, 0, 0
15.3084, 0.112, 0.888, 0, 0
15.4111, 0.11, 0.89, 0, 0
15.5145, 0.106, 0.894, 0, 0
15.6165, 0.11, 0.89, 0, 0
15.7193, 0.11, 0.89, 0, 0
15.8213, 0.106, 0.894, 0, 0
15.9231, 0.104, 0.896, 0, 0
16.0251, 0.116, 0.884, 0, 0
16.1272, 0.11, 0.89, 0, 0
16.2286, 0.102, 0.898, 0, 0
16.3314, 0.1, 0.9, 0, 0
16.436, 0.108, 0.892, 0, 0
16.5384, 0.122, 0.878, 0, 0
16.6402, 0.118, 0.882, 0, 0
16.742, 0.11, 0.89, 0, 0
16.8444, 0.11, 0.89, 0, 0
16.9477, 0.116, 0.884, 0, 0
17.051, 0.116, 0.884, 0, 0
17.154, 0.122, 0.878, 0, 0
17.2591, 0.12, 0.88, 0, 0
17.3633, 0.124, 0.876, 0, 0
17.4669, 0.128, 0.872, 0, 0
17.5706, 0.118, 0.882, 0, 0
17.6741, 0.12, 0.88, 0, 0
17.7778, 0.12, 0.88, 0, 0
17.8815, 0.122, 0.878, 0, 0
17.9866, 0.124, 0.876, 0, 0
18.0898, 0.124, 0.876, 0, 0
18.1933, 0.124, 0.876, 0, 0
18.2986, 0.124, 0.876, 0, 0
18.4017, 0.124, 0.876, 0, 0
18.5039, 0.124, 0.876, 0, 0
18.6065, 0.124, 0.876, 0, 0
18.7087, 0.124, 0.876, 0, 0
18.811, 0.124, 0.876, 0, 0
18.9133, 0.124, 0.876, 0, 0
19.0135, 0.124, 0.876, 0, 0
19.1166, 0.12, 0.88, 0, 0
19.2188, 0.118, 0.882, 0, 0
19.3228, 0.14, 0.86, 0, 0
19.4263, 0.134, 0.866, 0, 0
19.5297, 0.128, 0.872, 0, 0
19.6334, 0.124, 0.876, 0, 0
19.7371, 0.122, 0.878, 0, 0
19.8413, 0.116, 0.884, 0, 0
19.9457, 0.12, 0.88, 0, 0
20.0496, 0.12, 0.88, 0, 0
20.1526, 0.12, 0.88, 0, 0
20.2555, 0.122, 0.878, 0, 0
20.3576, 0.122, 0.878, 0, 0
20.4599, 0.13, 0.87, 0, 0
20.5617, 0.136, 0.864, 0, 0
20.6644, 0.13, 0.87, 0, 0
20.7673, 0.134, 0.866, 0, 0
20.8691, 0.136, 0.864, 0, 0
20.9713, 0.136, 0.864, 0, 0
21.0734, 0.14, 0.86, 0, 0
21.1754, 0.14, 0.86, 0, 0
21.2775, 0.14, 0.86, 0, 0
21.3795, 0.14, 0.86, 0, 0
21.4814, 0.14, 0.86, 0, 0
21.5846, 0.156, 0.844, 0, 0
21.6911, 0.156, 0.844, 0, 0
21.7953, 0.156, 0.844, 0, 0
21.8994, 0.142, 0.858, 0, 0
22.0035, 0.124, 0.876, 0, 0
22.1075, 0.082, 0.918, 0, 0
22.2115, 0.092, 0.908, 0, 0
22.3153, 0.1, 0.9, 0, 0
22.418, 0.096, 0.904, 0, 0
22.5206, 0.096, 0.904, 0, 0
22.6243, 0.104, 0.896, 0, 0
22.7263, 0.106, 0.894, 0, 0
22.8284, 0.106, 0.894, 0, 0
22.9307, 0.106, 0.894, 0, 0
23.033, 0.108, 0.892, 0, 0
23.1352, 0.108, 0.892, 0, 0
23.2396, 0.106, 0.894, 0, 0
23.3415, 0.106, 0.894, 0, 0
23.4451, 0.106, 0.894, 0, 0
23.4874, 0.104, 0.896, 0, 0
23.5898, 0.104, 0.896, 0, 0
23.6924, 0.1, 0.9, 0, 0
23.7948, 0.098, 0.902, 0, 0
23.8994, 0.094, 0.906, 0, 0
24.0039, 0.114, 0.886, 0, 0
24.1079, 0.118, 0.882, 0, 0
24.214, 0.116, 0.884, 0, 0
24.3177, 0.108, 0.892, 0, 0
24.4219, 0.1, 0.9, 0, 0
24.5257, 0.104, 0.896, 0, 0
24.6316, 0.1, 0.9, 0, 0
24.7359, 0.096, 0.904, 0, 0
24.8399, 0.092, 0.908, 0, 0
24.9445, 0.094, 0.906, 0, 0
25.0491, 0.098, 0.902, 0, 0
25.1538, 0.096, 0.904, 0, 0
25.2582, 0.096, 0.904, 0, 0
25.3626, 0.096, 0.904, 0, 0
25.4711, 0.098, 0.902, 0, 0
25.5757, 0.088, 0.912, 0, 0
25.68, 0.086, 0.914, 0, 0
25.7846, 0.082, 0.918, 0, 0
25.8892, 0.078, 0.922, 0, 0
25.9936, 0.076, 0.924, 0, 0
26.0977, 0.082, 0.918, 0, 0
26.2076, 0.082, 0.918, 0, 0
26.3112, 0.082, 0.918, 0, 0
26.4141, 0.084, 0.916, 0, 0
26.5198, 0.084, 0.916, 0, 0
26.6243, 0.084, 0.916, 0, 0
26.7273, 0.086, 0.914, 0, 0
26.8296, 0.086, 0.914, 0, 0
26.9345, 0.086, 0.914, 0, 0
27.0392, 0.084, 0.916, 0, 0
27.144, 0.086, 0.914, 0, 0
27.2503, 0.084, 0.916, 0, 0
27.3572, 0.084, 0.916, 0, 0
27.4622, 0.088, 0.912, 0, 0
27.567, 0.086, 0.914, 0, 0
27.6716, 0.084, 0.916, 0, 0
27.777, 0.086, 0.914, 0, 0
27.801, 0.086, 0.914, 0, 0
27.9069, 0.08, 0.92, 0, 0
28.01, 0.078, 0.922, 0, 0
28.113, 0.074, 0.926, 0, 0
28.2161, 0.08, 0.92, 0, 0
28.3191, 0.076, 0.924, 0, 0
28.424, 0.072, 0.928, 0, 0
28.5302, 0.082, 0.918, 0, 0
28.6403, 0.074, 0.926, 0, 0
28.745, 0.084, 0.916, 0, 0
28.8506, 0.082, 0.918, 0, 0
28.9581, 0.086, 0.914, 0, 0
29.0629, 0.084, 0.916, 0, 0
29.1679, 0.084, 0.916, 0, 0
29.2736, 0.082, 0.918, 0, 0
29.3787, 0.092, 0.908, 0, 0
29.4839, 0.108, 0.892, 0, 0
29.5895, 0.112, 0.888, 0, 0
29.6969, 0.12, 0.88, 0, 0
29.8011, 0.126, 0.874, 0, 0
29.9047, 0.124, 0.876, 0, 0
30.0085, 0.112, 0.888, 0, 0
30.1125, 0.112, 0.888, 0, 0
30.2161, 0.096, 0.904, 0, 0
30.3198, 0.092, 0.908, 0, 0
30.4234, 0.09, 0.91, 0, 0
30.5269, 0.084, 0.916, 0, 0
30.6301, 0.082, 0.918, 0, 0
30.7356, 0.084, 0.916, 0, 0
30.8386, 0.084, 0.916, 0, 0
30.9419, 0.082, 0.918, 0, 0
31.0448, 0.078, 0.922, 0, 0
31.1506, 0.068, 0.932, 0, 0
31.2548, 0.06, 0.94, 0, 0
31.3604, 0.06, 0.94, 0, 0
31.4663, 0.064, 0.936, 0, 0
31.5719, 0.064, 0.936, 0, 0
31.6773, 0.064, 0.936, 0, 0
31.7844, 0.064, 0.936, 0, 0
31.8898, 0.086, 0.914, 0, 0
31.8993, 0.088, 0.912, 0, 0
32.0047, 0.096, 0.904, 0, 0
32.1123, 0.112, 0.888, 0, 0
32.2184, 0.118, 0.882, 0, 0
32.325, 0.118, 0.882, 0, 0
32.4312, 0.116, 0.884, 0, 0
32.5372, 0.114, 0.886, 0, 0
32.643, 0.108, 0.892, 0, 0
32.7491, 0.112, 0.888, 0, 0
32.8578, 0.112, 0.888, 0, 0
32.9641, 0.122, 0.878, 0, 0
33.0671, 0.12, 0.88, 0, 0
33.1698, 0.12, 0.88, 0, 0
33.2747, 0.128, 0.872, 0, 0
33.381, 0.132, 0.868, 0, 0
33.4855, 0.132, 0.868, 0, 0
33.5895, 0.126, 0.874, 0, 0
33.6939, 0.134, 0.866, 0, 0
33.7976, 0.134, 0.866, 0, 0
33.9015, 0.124, 0.876, 0, 0
34.0055, 0.122, 0.878, 0, 0
34.1113, 0.12, 0.88, 0, 0
34.2146, 0.116, 0.884, 0, 0
34.3185, 0.114, 0.886, 0, 0
34.4223, 0.112, 0.888, 0, 0
34.5255, 0.112, 0.888, 0, 0
34.6281, 0.11, 0.89, 0, 0
34.7307, 0.11, 0.89, 0, 0
34.8336, 0.1, 0.9, 0, 0
34.9367, 0.1, 0.9, 0, 0
35.0401, 0.098, 0.902, 0, 0
35.1448, 0.104, 0.896, 0, 0
35.2511, 0.122, 0.878, 0, 0
35.3619, 0.124, 0.876, 0, 0
35.4682, 0.126, 0.874, 0, 0
35.5743, 0.13, 0.87, 0, 0
35.6808, 0.138, 0.862, 0, 0
35.785, 0.144, 0.856, 0, 0
35.8913, 0.152, 0.848, 0, 0
35.9974, 0.15, 0.85, 0, 0
36.1088, 0.152, 0.848, 0, 0
36.2142, 0.154, 0.846, 0, 0
36.3191, 0.152, 0.848, 0, 0
36.4233, 0.148, 0.852, 0, 0
36.53, 0.16, 0.84, 0, 0
36.6375, 0.158, 0.842, 0, 0
36.7457, 0.156, 0.844, 0, 0
36.854, 0.154, 0.846, 0, 0
36.9616, 0.15, 0.85, 0, 0
37.0682, 0.15, 0.85, 0, 0
37.1776, 0.148, 0.852, 0, 0
37.2846, 0.146, 0.854, 0, 0
37.3902, 0.144, 0.856, 0, 0
37.4944, 0.138, 0.862, 0, 0
37.5986, 0.132, 0.868, 0, 0
37.7043, 0.124, 0.876, 0, 0
37.8083, 0.12, 0.88, 0, 0
37.9139, 0.118, 0.882, 0, 0
38.0203, 0.126, 0.874, 0, 0
38.1277, 0.124, 0.876, 0, 0
38.2359, 0.13, 0.87, 0, 0
38.3442, 0.126, 0.874, 0, 0
38.4561, 0.124, 0.876, 0, 0
38.5609, 0.13, 0.87, 0, 0
38.6658, 0.132, 0.868, 0, 0
38.7698, 0.138, 0.862, 0, 0
38.8729, 0.144, 0.856, 0, 0
38.9758, 0.146, 0.854, 0, 0
39.0782, 0.146, 0.854, 0, 0
39.182, 0.142, 0.858, 0, 0
39.2847, 0.154, 0.846, 0, 0
39.3903, 0.156, 0.844, 0, 0
39.5002, 0.156, 0.844, 0, 0
39.6075, 0.158, 0.842, 0, 0
39.7147, 0.162, 0.838, 0, 0
39.8185, 0.162, 0.838, 0, 0
39.9244, 0.162, 0.838, 0, 0
40.0325, 0.164, 0.836, 0, 0
40.1401, 0.164, 0.836, 0, 0
40.256, 0.164, 0.836, 0, 0
40.3675, 0.162, 0.838, 0, 0
40.4729, 0.162, 0.838, 0, 0
40.5776, 0.156, 0.844, 0, 0
40.6859, 0.156, 0.844, 0, 0
40.7947, 0.152, 0.848, 0, 0
40.9025, 0.152, 0.848, 0, 0
41.01, 0.146, 0.854, 0, 0
41.1168, 0.142, 0.858, 0, 0
41.2238, 0.13, 0.87, 0, 0
41.334, 0.138, 0.862, 0, 0
41.4405, 0.156, 0.844, 0, 0
41.5476, 0.138, 0.862, 0, 0
41.6517, 0.134, 0.866, 0, 0
41.756, 0.138, 0.862, 0, 0
41.8636, 0.13, 0.87, 0, 0
41.9717, 0.124, 0.876, 0, 0
42.0803, 0.126, 0.874, 0, 0
42.1879, 0.132, 0.868, 0, 0
42.3012, 0.134, 0.866, 0, 0
42.3152, 0.134, 0.866, 0, 0
42.4226, 0.14, 0.86, 0, 0
42.526, 0.146, 0.854, 0, 0
42.632, 0.152, 0.848, 0, 0
42.7369, 0.144, 0.856, 0, 0
42.8416, 0.146, 0.854, 0, 0
42.9461, 0.144, 0.856, 0, 0
43.0507, 0.148, 0.852, 0, 0
43.1559, 0.152, 0.848, 0, 0
43.2607, 0.154, 0.846, 0, 0
43.3671, 0.146, 0.854, 0, 0
43.4701, 0.148, 0.852, 0, 0
43.5773, 0.148, 0.852, 0, 0
43.6882, 0.142, 0.858, 0, 0
43.8027, 0.144, 0.856, 0, 0
43.9104, 0.144, 0.856, 0, 0
44.0176, 0.12, 0.88, 0, 0
44.1251, 0.106, 0.894, 0, 0
44.2315, 0.098, 0.902, 0, 0
44.3385, 0.096, 0.904, 0, 0
44.4452, 0.098, 0.902, 0, 0
44.5593, 0.094, 0.906, 0, 0
44.6661, 0.098, 0.902, 0, 0
44.7732, 0.094, 0.906, 0, 0
44.8854, 0.096, 0.904, 0, 0
44.9958, 0.094, 0.906, 0, 0
45.1039, 0.086, 0.914, 0, 0
45.2115, 0.086, 0.914, 0, 0
45.3188, 0.082, 0.918, 0, 0
45.4263, 0.082, 0.918, 0, 0
45.5338, 0.08, 0.92, 0, 0
45.6486, 0.08, 0.92, 0, 0
45.762, 0.08, 0.92, 0, 0
45.8693, 0.088, 0.912, 0, 0
45.9759, 0.088, 0.912, 0, 0
46.0835, 0.088, 0.912, 0, 0
46.1891, 0.088, 0.912, 0, 0
46.2987, 0.088, 0.912, 0, 0
46.4061, 0.088, 0.912, 0, 0
46.5142, 0.086, 0.914, 0, 0
46.6224, 0.086, 0.914, 0, 0
46.7304, 0.086, 0.914, 0, 0
46.8401, 0.086, 0.914, 0, 0
46.9518, 0.086, 0.914, 0, 0
47.0591, 0.084, 0.916, 0, 0
47.1668, 0.088, 0.912, 0, 0
47.2752, 0.094, 0.906, 0, 0
47.381, 0.09, 0.91, 0, 0
47.4856, 0.094, 0.906, 0, 0
47.5289, 0.1, 0.9, 0, 0
47.6368, 0.1, 0.9, 0, 0
47.7403, 0.098, 0.902, 0, 0
47.8438, 0.096, 0.904, 0, 0
47.9522, 0.102, 0.898, 0, 0
48.0608, 0.116, 0.884, 0, 0
48.1668, 0.128, 0.872, 0, 0
48.2751, 0.13, 0.87, 0, 0
48.3919, 0.126, 0.874, 0, 0
48.5014, 0.118, 0.882, 0, 0
48.6096, 0.114, 0.886, 0, 0
48.7283, 0.114, 0.886, 0, 0
48.8363, 0.112, 0.888, 0, 0
48.9417, 0.112, 0.888, 0, 0
49.047, 0.112, 0.888, 0, 0
49.1526, 0.112, 0.888, 0, 0
49.2579, 0.114, 0.886, 0, 0
49.3634, 0.11, 0.89, 0, 0
49.4716, 0.11, 0.89, 0, 0
49.582, 0.104, 0.896, 0, 0
49.6938, 0.104, 0.896, 0, 0
49.8013, 0.104, 0.896, 0, 0
49.9086, 0.102, 0.898, 0, 0
50.0162, 0.1, 0.9, 0, 0
50.124, 0.096, 0.904, 0, 0
50.232, 0.102, 0.898, 0, 0
50.3395, 0.098, 0.902, 0, 0
50.4491, 0.098, 0.902, 0, 0
50.5555, 0.094, 0.906, 0, 0
50.6617, 0.09, 0.91, 0, 0
50.77, 0.088, 0.912, 0, 0
50.8785, 0.1, 0.9, 0, 0
50.9868, 0.112, 0.888, 0, 0
51.0955, 0.108, 0.892, 0, 0
51.2101, 0.106, 0.894, 0, 0
51.3176, 0.088, 0.912, 0, 0
51.4245, 0.082, 0.918, 0, 0
51.5352, 0.08, 0.92, 0, 0
51.6435, 0.08, 0.92, 0, 0
51.7525, 0.082, 0.918, 0, 0
51.8613, 0.086, 0.914, 0, 0
51.9711, 0.084, 0.916, 0, 0
52.0794, 0.09, 0.91, 0, 0
52.1878, 0.09, 0.91, 0, 0
52.2941, 0.092, 0.908, 0, 0
52.4023, 0.09, 0.91, 0, 0
52.5062, 0.086, 0.914, 0, 0
52.6112, 0.088, 0.912, 0, 0
52.7231, 0.084, 0.916, 0, 0
52.7867, 0.084, 0.916, 0, 0
52.8919, 0.082, 0.918, 0, 0
52.9974, 0.078, 0.922, 0, 0
53.1019, 0.078, 0.922, 0, 0
53.2084, 0.082, 0.918, 0, 0
53.3158, 0.09, 0.91, 0, 0
53.4229, 0.086, 0.914, 0, 0
53.5388, 0.082, 0.918, 0, 0
53.6508, 0.078, 0.922, 0, 0
53.7573, 0.086, 0.914, 0, 0
53.8635, 0.09, 0.91, 0, 0
53.9695, 0.096, 0.904, 0, 0
54.076, 0.098, 0.902, 0, 0
54.1816, 0.102, 0.898, 0, 0
54.2873, 0.102, 0.898, 0, 0
54.3925, 0.1, 0.9, 0, 0
54.4974, 0.1, 0.9, 0, 0
54.6069, 0.1, 0.9, 0, 0
54.7142, 0.096, 0.904, 0, 0
54.8211, 0.092, 0.908, 0, 0
54.9332, 0.092, 0.908, 0, 0
55.0389, 0.094, 0.906, 0, 0
55.145, 0.09, 0.91, 0, 0
55.254, 0.088, 0.912, 0, 0
55.3635, 0.088, 0.912, 0, 0
55.4729, 0.086, 0.914, 0, 0
55.5816, 0.086, 0.914, 0, 0
55.689, 0.088, 0.912, 0, 0
55.7931, 0.09, 0.91, 0, 0
55.9056, 0.09, 0.91, 0, 0
56.018, 0.088, 0.912, 0, 0
56.1325, 0.09, 0.91, 0, 0
56.2399, 0.09, 0.91, 0, 0
56.3477, 0.096, 0.904, 0, 0
56.4546, 0.096, 0.904, 0, 0
56.5619, 0.096, 0.904, 0, 0
56.6687, 0.1, 0.9, 0, 0
56.7767, 0.09, 0.91, 0, 0
56.8872, 0.086, 0.914, 0, 0
56.992, 0.098, 0.902, 0, 0
57.0983, 0.114, 0.886, 0, 0
57.2054, 0.112, 0.888, 0, 0
57.3111, 0.108, 0.892, 0, 0
57.4278, 0.108, 0.892, 0, 0
57.4511, 0.106, 0.894, 0, 0
57.5556, 0.094, 0.906, 0, 0
57.6598, 0.094, 0.906, 0, 0
57.7639, 0.1, 0.9, 0, 0
57.8699, 0.1, 0.9, 0, 0
57.9796, 0.102, 0.898, 0, 0
58.089, 0.1, 0.9, 0, 0
58.2074, 0.098, 0.902, 0, 0
58.3138, 0.098, 0.902, 0, 0
58.4221, 0.104, 0.896, 0, 0
58.5316, 0.112, 0.888, 0, 0
58.641, 0.118, 0.882, 0, 0
58.7505, 0.144, 0.856, 0, 0
58.8603, 0.152, 0.848, 0, 0
58.969, 0.126, 0.874, 0, 0
59.0784, 0.1, 0.9, 0, 0
59.1884, 0.1, 0.9, 0, 0
59.2975, 0.098, 0.902, 0, 0
59.4069, 0.096, 0.904, 0, 0
59.5159, 0.098, 0.902, 0, 0
59.6245, 0.098, 0.902, 0, 0
59.7324, 0.104, 0.896, 0, 0
59.8482, 0.106, 0.894, 0, 0
59.961, 0.11, 0.89, 0, 0
60.0711, 0.112, 0.888, 0, 0
60.1812, 0.11, 0.89, 0, 0
60.2901, 0.106, 0.894, 0, 0
60.4001, 0.108, 0.892, 0, 0
60.5091, 0.108, 0.892, 0, 0
60.618, 0.104, 0.896, 0, 0
60.7376, 0.098, 0.902, 0, 0
60.8464, 0.104, 0.896, 0, 0
60.9641, 0.104, 0.896, 0, 0
61.0729, 0.106, 0.894, 0, 0
61.18, 0.104, 0.896, 0, 0
61.2866, 0.102, 0.898, 0, 0
61.3935, 0.098, 0.902, 0, 0
61.4998, 0.098, 0.902, 0, 0
61.6064, 0.098, 0.902, 0, 0
61.7156, 0.098, 0.902, 0, 0
61.8344, 0.098, 0.902, 0, 0
61.9473, 0.098, 0.902, 0, 0
62.0564, 0.098, 0.902, 0, 0
62.1652, 0.098, 0.902, 0, 0
62.2713, 0.098, 0.902, 0, 0
62.3856, 0.104, 0.896, 0, 0
62.4958, 0.106, 0.894, 0, 0
62.6062, 0.106, 0.894, 0, 0
62.7167, 0.108, 0.892, 0, 0
62.8267, 0.108, 0.892, 0, 0
62.937, 0.126, 0.874, 0, 0
63.0465, 0.132, 0.868, 0, 0
63.1662, 0.132, 0.868, 0, 0
63.2842, 0.132, 0.868, 0, 0
63.3938, 0.15, 0.85, 0, 0
63.5033, 0.14, 0.86, 0, 0
63.6124, 0.134, 0.866, 0, 0
63.7256, 0.134, 0.866, 0, 0
63.821, 0.132, 0.868, 0, 0
63.9284, 0.132, 0.868, 0, 0
64.0385, 0.132, 0.868, 0, 0
64.1491, 0.134, 0.866, 0, 0
64.2593, 0.136, 0.864, 0, 0
64.3703, 0.134, 0.866, 0, 0
64.4808, 0.128, 0.872, 0, 0
64.5999, 0.124, 0.876, 0, 0
64.7186, 0.12, 0.88, 0, 0
64.8315, 0.114, 0.886, 0, 0
64.9444, 0.114, 0.886, 0, 0
65.055, 0.112, 0.888, 0, 0
65.1665, 0.122, 0.878, 0, 0
65.2778, 0.13, 0.87, 0, 0
65.389, 0.132, 0.868, 0, 0
65.5002, 0.134, 0.866, 0, 0
65.6106, 0.134, 0.866, 0, 0
65.7203, 0.136, 0.864, 0, 0
65.8418, 0.138, 0.862, 0, 0
65.953, 0.138, 0.862, 0, 0
66.0633, 0.138, 0.862, 0, 0
66.1828, 0.136, 0.864, 0, 0
66.3004, 0.13, 0.87, 0, 0
66.4118, 0.13, 0.87, 0, 0
66.5228, 0.13, 0.87, 0, 0
66.6342, 0.13, 0.87, 0, 0
66.745, 0.13, 0.87, 0, 0
66.8555, 0.132, 0.868, 0, 0
66.9686, 0.132, 0.868, 0, 0
67.0783, 0.134, 0.866, 0, 0
67.1947, 0.138, 0.862, 0, 0
67.3088, 0.144, 0.856, 0, 0
67.4149, 0.136, 0.864, 0, 0
67.5219, 0.128, 0.872, 0, 0
67.6278, 0.126, 0.874, 0, 0
67.7336, 0.116, 0.884, 0, 0
67.8396, 0.138, 0.862, 0, 0
67.9494, 0.148, 0.852, 0, 0
68.0556, 0.154, 0.846, 0, 0
68.0961, 0.162, 0.838, 0, 0
68.2019, 0.166, 0.834, 0, 0
68.3111, 0.164, 0.836, 0, 0
68.4161, 0.164, 0.836, 0, 0
68.5215, 0.164, 0.836, 0, 0
68.6276, 0.164, 0.836, 0, 0
68.7395, 0.168, 0.832, 0, 0
68.8519, 0.162, 0.838, 0, 0
68.9635, 0.156, 0.844, 0, 0
69.0304, 0.154, 0.846, 0, 0
69.14, 0.154, 0.846, 0, 0
69.2492, 0.148, 0.852, 0, 0
69.3572, 0.152, 0.848, 0, 0
69.4795, 0.15, 0.85, 0, 0
69.5962, 0.152, 0.848, 0, 0
69.7072, 0.15, 0.85, 0, 0
69.8192, 0.142, 0.858, 0, 0
69.9307, 0.134, 0.866, 0, 0
70.0426, 0.13, 0.87, 0, 0
70.1538, 0.132, 0.868, 0, 0
70.2643, 0.13, 0.87, 0, 0
70.383, 0.132, 0.868, 0, 0
70.4937, 0.134, 0.866, 0, 0
70.6054, 0.134, 0.866, 0, 0
70.7169, 0.13, 0.87, 0, 0
70.8408, 0.132, 0.868, 0, 0
70.9612, 0.126, 0.874, 0, 0
71.0725, 0.116, 0.884, 0, 0
71.184, 0.114, 0.886, 0, 0
71.2955, 0.114, 0.886, 0, 0
71.4067, 0.114, 0.886, 0, 0
71.5173, 0.112, 0.888, 0, 0
71.6343, 0.112, 0.888, 0, 0
71.7543, 0.11, 0.89, 0, 0
71.865, 0.106, 0.894, 0, 0
71.9701, 0.106, 0.894, 0, 0
72.0795, 0.106, 0.894, 0, 0
72.1941, 0.106, 0.894, 0, 0
72.3054, 0.106, 0.894, 0, 0
72.4121, 0.11, 0.89, 0, 0
72.5184, 0.11, 0.89, 0, 0
72.6255, 0.11, 0.89, 0, 0
72.7339, 0.116, 0.884, 0, 0
72.843, 0.124, 0.876, 0, 0
72.9578, 0.126, 0.874, 0, 0
73.0722, 0.124, 0.876, 0, 0
73.179, 0.124, 0.876, 0, 0
73.2903, 0.124, 0.876, 0, 0
73.4022, 0.122, 0.878, 0, 0
73.5144, 0.122, 0.878, 0, 0
73.6263, 0.122, 0.878, 0, 0
73.739, 0.122, 0.878, 0, 0
73.8492, 0.12, 0.88, 0, 0
73.9593, 0.13, 0.87, 0, 0
74.0672, 0.132, 0.868, 0, 0
74.165, 0.134, 0.866, 0, 0
74.2749, 0.132, 0.868, 0, 0
74.3845, 0.136, 0.864, 0, 0
74.4925, 0.136, 0.864, 0, 0
74.6007, 0.132, 0.868, 0, 0
74.7107, 0.13, 0.87, 0, 0
74.8193, 0.124, 0.876, 0, 0
